trophospecies_id,n_lumped,sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,web_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
148,1,Juglandaceae (Platycarya sp. 2 and Platycaryapollenites miocaenicus),autotroph ,autotroph,,148,Fagales,3,1,messel_hi_cert,0,8,1.0,0.0,1.552808988764045,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,149
149,1,Juglandaceae (Plicatopollis hungaricus),autotroph ,autotroph,,149,Fagales,3,1,messel_hi_cert,0,7,1.0,0.0,1.4365904365904365,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,150
150,1,Juglandaceae (Plicatopollis lunatus),autotroph ,autotroph,,150,Fagales,3,1,messel_hi_cert,0,6,1.0,0.0,1.54586129753915,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,151
151,1,Juglandaceae (Plicatopollis plicatus),autotroph ,autotroph,,151,Fagales,3,1,messel_hi_cert,0,6,1.0,0.0,1.5704545454545455,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,152
152,1,Juglandaceae (Plicatopollis potoniei),autotroph ,autotroph,,152,Fagales,3,1,messel_hi_cert,0,7,1.0,0.0,1.4365904365904365,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,153
153,1,Juglandaceae (Pterocarya sp. and Pterocaryapollenites stellatus),autotroph ,autotroph,,153,Fagales,3,1,messel_hi_cert,0,8,1.0,0.0,1.749367088607595,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,154
154,1,Fagaceae (Quercus sp. and Tricolpopollenites asper),autotroph ,autotroph,,154,Fagales,3,1,messel_hi_cert,0,19,1.0,0.0,1.804177545691906,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,155
155,1,Fagaceae (Tricolpopollenites liblarensis),autotroph ,autotroph,,155,Fagales,3,1,messel_hi_cert,0,11,1.0,0.0,1.9575070821529745,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,156
156,1,Fagaceae (Tricolporopollenites cingulum),autotroph ,autotroph,,156,Fagales,3,1,messel_hi_cert,0,4,1.0,0.0,1.7103960396039604,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,157
157,1,Myrtaceae (Rhodomyrtophyllum rossmassleri),autotroph ,autotroph,,157,Myrtales,3,1,messel_hi_cert,0,12,1.0,0.0,1.5885057471264368,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,158
158,1,Myrtaceae (Rhodomyrtus sinuata ),autotroph ,autotroph,,158,Myrtales,3,1,messel_hi_cert,0,12,1.0,0.0,1.6570743405275778,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,159
159,1,Myrtaceae (Duplopollis myrtoides),autotroph ,autotroph,,159,Myrtales,3,1,messel_hi_cert,0,15,1.0,0.0,1.5885057471264368,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,160
160,1,Lythraceae (gen. et sp. indet.),autotroph ,autotroph,,160,Myrtales,3,1,messel_hi_cert,0,15,1.0,0.0,1.6771844660194175,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,161
161,1,Thymelaeaceae (gen. et sp. indet.),autotroph ,autotroph,,161,Malvales,3,1,messel_hi_cert,0,12,1.0,0.0,1.6374407582938388,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,162
162,1,Tiliaceae (Dombeya sp.),autotroph ,autotroph,,162,Malvales,3,1,messel_hi_cert,0,13,1.0,0.0,1.7405541561712847,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,163
163,1,Tiliaceae (Intratiporopollenites ceciliensis),autotroph ,autotroph,,163,Malvales,3,1,messel_hi_cert,0,8,1.0,0.0,1.6413301662707838,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,164
164,1,Tiliaceae (Intratiporopollenites minimus),autotroph ,autotroph,,164,Malvales,3,1,messel_hi_cert,0,9,1.0,0.0,1.584862385321101,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,165
165,1,Bombacaceae (Bombacacidites kettigensis ),autotroph ,autotroph,,165,Malvales,3,1,messel_hi_cert,0,6,1.0,0.0,1.7019704433497538,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,166
166,1,Bombacaceae (Bombacacidites tilioides ),autotroph ,autotroph,,166,Malvales,3,1,messel_hi_cert,0,10,1.0,0.0,1.5054466230936818,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,167
167,1,Bombacaceae (Bombacacidites sp. ),autotroph ,autotroph,,167,Malvales,3,1,messel_hi_cert,0,5,1.0,0.0,1.6297169811320755,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,168
168,1,Sterculiaceae (Reevesiapollis triangulus or eucaenicus),autotroph ,autotroph,,168,Malvales,3,1,messel_hi_cert,0,8,1.0,0.0,1.7809278350515463,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,169
169,1,Anacardiaceae (cf. Pentoperculum†),autotroph ,autotroph,,169,Sapindales,3,1,messel_hi_cert,0,4,1.0,0.0,1.5704545454545455,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,170
170,1,Anacardiaceae (gen. et sp. indet.),autotroph ,autotroph,,170,Sapindales,3,1,messel_hi_cert,0,6,1.0,0.0,1.6771844660194175,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,171
171,1,Rutaceae (Toddalia ovata),autotroph ,autotroph,,171,Sapindales,3,1,messel_hi_cert,0,16,1.0,0.0,1.6936274509803921,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,172
172,1,Rutaceae (Rutaspermum sp.),autotroph ,autotroph,,172,Sapindales,3,1,messel_hi_cert,0,9,1.0,0.0,1.7901554404145077,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,173
173,1,Rutaceae (Rutaspermum chandlerae),autotroph ,autotroph,,173,Sapindales,3,1,messel_hi_cert,0,13,1.0,0.0,1.7582697201017812,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,174
174,1,Rutaceae (Rutaspermum messelense),autotroph ,autotroph,,174,Sapindales,3,1,messel_hi_cert,0,12,1.0,0.0,1.7019704433497538,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,175
175,1,Simaroubaceae (Ailanthus sp.),autotroph ,autotroph,,175,Sapindales,3,1,messel_hi_cert,0,5,1.0,0.0,1.7231920199501247,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,176
176,1,Sapindaceae (Acer and Aceripollis striatus ),autotroph ,autotroph,,176,Sapindales,3,1,messel_hi_cert,0,16,1.0,0.0,1.7717948717948717,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,177
177,1,Burseraceae (Canarium sp.),autotroph ,autotroph,,177,Sapindales,3,1,messel_hi_cert,0,13,1.0,0.0,1.7672634271099745,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,178
178,1,Cornaceae (gen. et sp. indet.),autotroph ,autotroph,,178,Cornales,3,1,messel_hi_cert,0,12,1.0,0.0,1.7538071065989849,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,179
179,1,Mastixiaceae (Tricolporopollenites satzveyensis),autotroph ,autotroph,,179,Cornales,3,1,messel_hi_cert,0,11,1.0,0.0,1.7231920199501247,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,180
180,1,Nyssaceae (Nyssa and Nyssapollenites kruschii ),autotroph ,autotroph,,180,Cornales,3,1,messel_hi_cert,0,12,1.0,0.0,1.6220657276995305,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,181
181,1,?Clethraceae (Tricolporopollenites megaexactus),autotroph ,autotroph,,181,Ericales,2,1,messel_hi_cert,0,3,1.0,0.0,1.603248259860789,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,182
182,1,Cyrillaceae (sp. indet. 2),autotroph ,autotroph,,182,Ericales,3,1,messel_hi_cert,0,5,1.0,0.0,1.4702127659574469,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,183
183,1,Cyrillaceae (cf. Cyrilla sp.),autotroph ,autotroph,,183,Ericales,3,1,messel_hi_cert,0,2,1.0,0.0,1.4608879492600422,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,184
184,1,Lecythidaceae (gen. et sp. indet.),autotroph ,autotroph,,184,Ericales,3,1,messel_hi_cert,0,8,1.0,0.0,1.7948051948051948,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,185
185,1,Ericaceae (Ericipites ericius),autotroph ,autotroph,,185,Ericales,3,1,messel_hi_cert,0,12,1.0,0.0,1.6977886977886978,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,186
186,1,Ericaceae (Ericipites callidus),autotroph ,autotroph,,186,Ericales,3,1,messel_hi_cert,0,14,1.0,0.0,1.6297169811320755,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,187
187,1,Theaceae (cf. Polyspora saxonica),autotroph ,autotroph,,187,Ericales,3,1,messel_hi_cert,0,5,1.0,0.0,1.5355555555555556,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,188
188,1,Theaceae (cf. Ternstroemites 'dentatus'),autotroph ,autotroph,,188,Ericales,3,1,messel_hi_cert,0,13,1.0,0.0,1.7061728395061728,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,189
189,1,Theaceae (gen. et sp. indet.),autotroph ,autotroph,,189,Ericales,3,1,messel_hi_cert,0,7,1.0,0.0,1.6374407582938388,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,190
190,1,Symplocaceae (Porocolpopollenites calauensis),autotroph ,autotroph,,190,Ericales,3,1,messel_hi_cert,0,2,1.0,0.0,1.4860215053763441,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,191
191,1,Symplocaceae (Porocolpopollenites rarobaculatus),autotroph ,autotroph,,191,Ericales,3,1,messel_hi_cert,0,5,1.0,0.0,1.6258823529411766,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,192
192,1,Sapotaceae (Tetracolporopollenites sapotoides),autotroph ,autotroph,,192,Ericales,3,1,messel_hi_cert,0,8,1.0,0.0,1.749367088607595,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,193
193,1,Sapotaceae (Tetracolporopollenites manifestus),autotroph ,autotroph,,193,Ericales,3,1,messel_hi_cert,0,6,1.0,0.0,1.749367088607595,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,194
194,1,Rubiaceae (gen. et sp. indet.),autotroph ,autotroph,,194,Gentianales,3,1,messel_hi_cert,0,13,1.0,0.0,1.7189054726368158,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,195
195,1,Apocynaceae (Apocynophyllum sp.),autotroph ,autotroph,,195,Gentianales,3,1,messel_hi_cert,0,16,1.0,0.0,1.731829573934837,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,196
196,1,Apocynaceae (gen. et sp. indet.),autotroph ,autotroph,,196,Gentianales,3,1,messel_hi_cert,0,5,1.0,0.0,1.744949494949495,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,197
197,1,Oleaceae (Tricolporopollenites microreticulatus),autotroph ,autotroph,,197,Lamiales,3,1,messel_hi_cert,0,9,1.0,0.0,1.744949494949495,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,198
198,1,Verbenaceae (gen. et sp. indet.),autotroph ,autotroph,,198,Lamiales,3,1,messel_hi_cert,0,14,1.0,0.0,1.7275,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,199
199,1,Aquifoliaceae (Ilexpollenites iliacus ),autotroph ,autotroph,,199,Aquifoliales,3,1,messel_hi_cert,0,16,1.0,0.0,1.6771844660194175,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,200
200,1,Aquifoliaceae (Ilexpollenites margaritatus ),autotroph ,autotroph,,200,Aquifoliales,3,1,messel_hi_cert,0,13,1.0,0.0,1.7538071065989849,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,201
201,1,Araliaceae (Araliaceoipollenites reticuloides),autotroph ,autotroph,,201,Apiales,3,1,messel_hi_cert,0,19,1.0,0.0,1.7019704433497538,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,202
202,1,Araliaceae (Araliaceoipollenites euphorii),autotroph ,autotroph,,202,Apiales,3,1,messel_hi_cert,0,13,1.0,0.0,1.731829573934837,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,203
203,1,Caprifoliaceae (Sambucus sp.),autotroph ,autotroph,,203,Dipsacales,3,1,messel_hi_cert,0,26,1.0,0.0,1.8280423280423281,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,204
204,1,Fam. incertae (Punigiphyllum waltheri),autotroph ,autotroph,,204,Angiospermopsida,3,1,messel_hi_cert,0,12,1.0,0.0,1.6297169811320755,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,205
205,1,monocot incertae,autotroph ,autotroph,,205,Angiospermopsida,3,1,messel_hi_cert,0,3,1.0,0.0,1.7405541561712847,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,206
206,1,unknown dicot fruit (gen. 1),autotroph ,autotroph,,206,Angiospermopsida,3,1,messel_hi_cert,0,12,1.0,0.0,1.8232189973614776,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,207
207,1,dicot incertae (gen. 2),autotroph ,autotroph,,207,Angiospermopsida,3,1,messel_hi_cert,0,4,1.0,0.0,1.6771844660194175,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,208
208,1,dicot incertae: twig 1,autotroph ,autotroph,,208,Angiospermopsida,3,1,messel_hi_cert,0,6,1.0,0.0,1.6413301662707838,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,209
209,1,dicot incertae: twig 2,autotroph ,autotroph,,209,Angiospermopsida,3,1,messel_hi_cert,0,6,1.0,0.0,1.7146401985111663,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,210
210,1,dicot incertae: twig 3,autotroph ,autotroph,,210,Angiospermopsida,3,1,messel_hi_cert,0,3,1.0,0.0,1.410204081632653,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,211
211,1,dicot incertae (Tricolporopollenites edmundii),autotroph ,autotroph,,211,Angiospermopsida,3,1,messel_hi_cert,0,4,1.0,0.0,1.744949494949495,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,212
212,1,dicot incertae (Tricolpopollenites vegetus),autotroph ,autotroph,,212,Angiospermopsida,3,1,messel_hi_cert,0,7,1.0,0.0,1.603248259860789,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,213
213,1,dicot incertae (Tricolporopollenites microporitus),autotroph ,autotroph,,213,Angiospermopsida,3,1,messel_hi_cert,0,6,1.0,0.0,1.6812652068126521,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,214
214,1,dicot incertae (Tricolporopollenites mansfeldensis),autotroph ,autotroph,,214,Angiospermopsida,3,1,messel_hi_cert,0,9,1.0,0.0,1.8089005235602094,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,215
215,1,dicot incertae (Tricolporopollenites messelensis),autotroph ,autotroph,,215,Angiospermopsida,3,1,messel_hi_cert,0,5,1.0,0.0,1.333976833976834,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,216
216,1,dicot incertae (Tricolporopollenites belgicus),autotroph ,autotroph,,216,Angiospermopsida,3,1,messel_hi_cert,0,5,1.0,0.0,1.7948051948051948,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,217
217,1,dicot incertae (Tricolporopollenites eocaenicus),autotroph ,autotroph,,217,Angiospermopsida,3,1,messel_hi_cert,0,7,1.0,0.0,1.512035010940919,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,218
218,1,dicot incertae (Tricolporopollenites abbreviatus),autotroph ,autotroph,,218,Angiospermopsida,3,1,messel_hi_cert,0,6,1.0,0.0,1.6894865525672371,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,219
219,1,unknown fruit (gen. 3),autotroph ,autotroph,,219,Angiospermopsida,3,1,messel_hi_cert,0,10,1.0,0.0,1.9355742296918768,0.0,1.005464480874317,2.375719346014445,3.7759562841530054,220
220,1,lichen,saprobe ,saprobe,,220,lichen,2,1,messel_hi_cert,2,17,2.5,1.0,1.6413301662707838,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,221
221,1,Rhytismatales epiphyllous asomycete (cf. Rhytisma sp.),saprobe ,saprobe,,221,Ascomycetes,3,1,messel_hi_cert,2,11,2.0,1.0,1.5885057471264368,345.5,2.2036363636363636,1.684629621169681,524.1531270148291,222
222,1,epiphyllous fungal species 2,saprobe ,saprobe,,222,Basidiomycetes,2,1,messel_hi_cert,1,9,2.0,1.0,1.5958429561200924,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,223
223,1,epiphyllous fungal species 3,saprobe ,saprobe,,223,Basidiomycetes,2,1,messel_hi_cert,1,13,2.0,1.0,1.6491646778042959,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,224
224,1,epiphyllous fungi species and DT58 undifferentiated (host 1),saprobe ,saprobe,,224,Basidiomycetes,3,1,messel_hi_cert,1,12,2.0,1.0,1.6491646778042959,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,225
225,1,epiphyllous fungi species and DT58 undifferentiated (host 2),saprobe ,saprobe,,225,Basidiomycetes,3,1,messel_hi_cert,1,14,2.0,1.0,1.7582697201017812,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,226
226,1,Agaricales (Fam. incertae),saprobe ,saprobe,,226,Basidiomycetes,2,1,messel_hi_cert,1,22,2.0,1.0,1.818421052631579,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,227
227,1,litter fungus,saprobe ,saprobe,,227,Ascomycetes,3,1,messel_hi_cert,2,20,2.0,1.0,1.862533692722372,345.5,2.2036363636363636,1.684629621169681,524.1531270148291,228
228,1,wood rot (perithecia),saprobe ,saprobe,,228,Ascomycetes,3,1,messel_hi_cert,3,14,2.0,1.0,1.736180904522613,230.33333333333334,2.2036363636363636,1.684629621169681,524.1531270148291,229
229,1,intestinal fungi,saprobe ,saprobe,,229,Fungi,3,1,messel_hi_cert,3,6,3.74,3.0,1.5704545454545455,7.351063829787234,2.2036363636363636,1.684629621169681,524.1531270148291,230
230,1,tubiform structures,saprobe ,saprobe,,230,Fungi,2,2,messel_hi_cert,1,2,2.0,1.0,1.6610576923076923,691.0,2.2036363636363636,1.684629621169681,524.1531270148291,231
231,1,Hydrobiidae (gen. et sp. indet.),detritivore ,detritivore,,231,Sorbeoconcha,3,2,messel_hi_cert,4,1,2.0,1.0,691.0,172.75,2.0,691.0,172.75,232
232,1,Spongillidae (Lutetiospongilla heili),omnivore (FF) ,omnivore (FF),,232,Haplosclerida,3,2,messel_hi_cert,6,0,3.125,3.0,0.0,28.791666666666668,2.763541666666667,0.8860597820301224,73.46722747738373,233
233,1,Spongillidae (Ephydatia gutenbergiana),omnivore (FF) ,omnivore (FF),,233,Haplosclerida,3,2,messel_hi_cert,8,1,2.9333333333333336,2.0,1.7855297157622738,38.388888888888886,2.763541666666667,0.8860597820301224,73.46722747738373,234
234,1,Order incertae sedis,omnivore (FF) ,omnivore (FF),,234,Entoprocta,3,2,messel_hi_cert,3,0,3.2666666666666666,3.0,0.0,21.59375,2.763541666666667,0.8860597820301224,73.46722747738373,235
235,1,Unionidae (gen. et sp. indet.),omnivore (FF) ,omnivore (FF),,235,Unionoida,3,2,messel_hi_cert,10,2,2.4166666666666665,2.0,0.8551980198019802,49.357142857142854,2.763541666666667,0.8860597820301224,73.46722747738373,236
236,1,Bivalvia (Mytilidae and cf. Anodonta),omnivore (FF) ,omnivore (FF),,236,Mytiloidea,3,2,messel_hi_cert,7,3,2.5,2.0,1.197573656845754,53.15384615384615,2.763541666666667,0.8860597820301224,73.46722747738373,237
237,1,Gastropoda (Vivaparidae: Vivaparus sp.),omnivore (FF) ,omnivore (FF),,237,Streptoneura,3,1,messel_hi_cert,10,5,2.5,2.0,0.869182389937107,38.388888888888886,2.763541666666667,0.8860597820301224,73.46722747738373,238
238,1,Gastropoda: Planorbidae (Australorbis cf. pseudoammonius),omnivore (FF) ,omnivore (FF),,238,Pulmonata,3,1,messel_hi_cert,6,1,3.3666666666666667,3.0,0.9201065246338216,12.563636363636364,2.763541666666667,0.8860597820301224,73.46722747738373,239
239,1,Gastropoda: Fam. Indet. (Toxocoprulus weitzeli),omnivore (FF) ,omnivore (FF),,239,?Sorbeoconcha,3,2,messel_hi_cert,2,2,2.0,1.0,1.4608879492600422,345.5,2.763541666666667,0.8860597820301224,73.46722747738373,240
240,1,Gastropoda: Pleuroceridae (gen. et sp. indet.),herbivore (EFF) ,herbivore (EFF),,240,Sorbeoconcha,3,2,messel_hi_cert,4,2,2.25,2.0,1.4578059071729959,115.16666666666667,2.05,1.522977963089995,54.19607843137254,241
241,1,Fam. indet.,omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),241,Branchiopoda,3,2,messel_hi_cert,5,12,2.0,1.0,2.1459627329192545,138.2,2.3833333333333333,2.0140856424665823,72.9818414918415,242
242,1,Moinidae (Moina macrocopa),omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),242,Cladocera,3,2,messel_hi_cert,7,15,2.6666666666666665,2.0,2.1131498470948014,53.15384615384615,2.3833333333333333,2.0140856424665823,72.9818414918415,243
243,1,Cf. Bosminidae,omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),243,Cladocera,3,2,messel_hi_cert,7,17,2.6666666666666665,2.0,2.050445103857567,53.15384615384615,2.3833333333333333,2.0140856424665823,72.9818414918415,244
244,1,Daphniidae (Ctenodaphnia magna),detritivore detritivore,detritivore,detritivore,244,Cladocera,3,2,messel_hi_cert,9,10,2.7857142857142856,2.0,2.026392961876833,36.36842105263158,2.6876769431176726,1.8200559776439043,104.17793270355375,245
245,1,Daphniidae (Daphnia pulex),detritivore detritivore,detritivore,detritivore,245,Cladocera,3,2,messel_hi_cert,5,10,2.857142857142857,2.0,2.0876132930513593,46.06666666666667,2.6876769431176726,1.8200559776439043,104.17793270355375,246
246,1,Fam. indet.,omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),246,Ostracoda,3,2,messel_hi_cert,8,11,2.3333333333333335,2.0,1.9799426934097422,57.583333333333336,2.3833333333333333,2.0140856424665823,72.9818414918415,247
247,1,Cf. Ovjurium or Monoleiolophus),omnivore (FF) omnivore (FF),omnivore (FF),omnivore (FF),247,Conchostraca,3,2,messel_hi_cert,7,2,2.25,2.0,1.7809278350515463,62.81818181818182,2.3833333333333333,2.0140856424665823,72.9818414918415,248
248,1,Atyidae (gen. et sp. indet.),predator predator,predator,predator,248,Decapoda,3,2,messel_hi_cert,4,4,2.6666666666666665,2.0,1.197573656845754,57.583333333333336,2.833333333333333,1.4060298190770826,49.115196078431374,249
249,1,Baetidae or Siphlonuridae,detritivore nonfeeding,detritivore,nonfeeding,249,Ephemeroptera,3,3,messel_hi_cert,8,16,2.8666666666666667,2.0,2.1131498470948014,34.55,2.829885057471264,1.9878417699085866,30.071296296296296,250
250,1,Fam. indet. and sp. 1,insectivore insectivore,insectivore,insectivore,250,Odonata,2,3,messel_hi_cert,46,13,4.738851095993953,6.0,1.744949494949495,0.42470805162876457,4.198275348759572,1.8492233623079206,5.895902294714137,251
251,1,Fam. indet. and sp. 2,insectivore insectivore,insectivore,insectivore,251,Odonata,2,3,messel_hi_cert,42,16,4.568450039339103,6.0,1.8983516483516483,0.44323284156510584,4.198275348759572,1.8492233623079206,5.895902294714137,252
252,1,Anisoptera (Aeschnidae gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,252,Odonata,3,3,messel_hi_cert,16,10,4.584726867335563,7.0,1.8879781420765027,0.36991434689507496,4.198275348759572,1.8492233623079206,5.895902294714137,253
