sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain,sp_out_closeness,sp_in_closeness,guild_ntp,guild_out_closeness,guild_in_closeness,original_sp_id
Herpetotheriidae (Amphiperatherium or Peratherium),omnivore ,omnivore,,655,Metatheria,3,1,11,2,4.822757111597374,7.0,1.1241935483870968,0.3823368074602304,4.685385907410618,54.31658479729035,0.7605983711895954,657
?Peradectidae ('Peradectes' sp.),omnivore ,omnivore,,656,Metatheria,3,1,55,4,4.672245467224547,7.0,1.127831715210356,0.4247410115783059,4.685385907410618,54.31658479729035,0.7605983711895954,658
Pantolestidae (Buxolestes minor),piscivore ,piscivore,,657,Proteutheria,3,1,7,2,5.591911764705882,8.0,348.5,0.31638674534725375,5.757456545359409,147.70700018843038,0.2862490857000563,659
Pantolestidae (Buxolestes piscator),piscivore herbivore (SP),piscivore,herbivore (SP),658,Proteutheria,3,1,41,3,5.1227503461006005,7.0,36.68421052631579,0.37232905982905984,5.1227503461006005,36.68421052631579,0.37232905982905984,660
Paroxyclaenidae ('Paroxyclaenus' sp.),herbivore ,herbivore,,659,Proteutheria,3,1,19,4,2.0,1.0,36.68421052631579,36.68421052631579,1.882936507936508,103.68351059594987,70.354442265083,661
Paroxyclaenidae (Kopidodon macrognathus),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),660,Proteutheria,3,1,32,0,2.03125,2.0,0.0,20.5,1.6770833333333333,1.0609929078014184,14.844827586206897,662
Pseudorhynchocyonidae (Lepticidium nasutum),predator ,predator,,661,Proteutheria,3,1,15,0,5.192111959287532,7.0,0.0,0.3594636410520887,5.049185097373478,106.63583961998546,2.405251043534568,663
Pseudorhynchocyonidae (Lepticidium auderiense),insectivore ,insectivore,,662,Proteutheria,3,1,19,3,4.631884057971014,10.0,1.1134185303514377,0.2488397001071046,4.472211205194106,123.69953774825872,1.6561080342670462,664
Pseudorhynchocyonidae (Lepticidium tobieni),predator insectivore,predator,insectivore,663,Proteutheria,3,1,11,1,5.10567936736161,8.0,697.0,0.33477425552353507,5.10567936736161,697.0,0.33477425552353507,665
Apatemyidae (Heterohyus nanus),insectivore ,insectivore,,664,Proteutheria,3,1,37,3,3.873170731707317,4.0,1.1116427432216907,2.212698412698413,4.472211205194106,123.69953774825872,1.6561080342670462,666
Myrmecophagidae (Eurotamandua joresi),insectivore herbivore,insectivore,herbivore,665,Xenarthra,3,1,11,3,4.218656716417911,7.0,139.4,0.42971639950678175,4.218656716417911,139.4,0.42971639950678175,667
Amphilemuridae (Macrocranion tupaidon),omnivore ,omnivore,,666,Lipotyphla,3,1,28,3,5.236499068901304,6.0,1.1169871794871795,0.39715099715099716,4.685385907410618,54.31658479729035,0.7605983711895954,668
Amphilemuridae (Macrocranion tenerum),insectivore ,insectivore,,667,Lipotyphla,3,1,19,2,4.947619047619048,9.0,1.1098726114649682,0.2576709796672828,4.472211205194106,123.69953774825872,1.6561080342670462,669
Amphilemuridae (Pholidocercus hassiacus),insectivore ,insectivore,,668,Lipotyphla,3,1,13,0,3.6968174204355106,7.0,0.0,0.3823368074602304,4.472211205194106,123.69953774825872,1.6561080342670462,670
Archaeonycterididae (Archaeonyceris trigonodon),insectivore ,insectivore,,669,Chiroptera,3,1,47,2,4.564102564102564,7.0,348.5,0.39378531073446327,4.472211205194106,123.69953774825872,1.6561080342670462,671
Archaeonycterididae (Archaeonyceris pollex),insectivore ,insectivore,,670,Chiroptera,3,1,19,1,4.086419753086419,7.0,697.0,0.3376937984496124,4.472211205194106,123.69953774825872,1.6561080342670462,672
Palaeochiropterygidae (Palaeochiropteryx tupaiodon),insectivore ,insectivore,,671,Chiroptera,3,1,13,1,5.051612903225807,7.0,697.0,0.32723004694835683,4.472211205194106,123.69953774825872,1.6561080342670462,673
Palaeochiropterygidae (Palaeochiropteryx spiegeli),insectivore ,insectivore,,672,Chiroptera,3,1,10,2,4.411214953271028,8.0,1.1081081081081081,0.30759046778464255,4.472211205194106,123.69953774825872,1.6561080342670462,674
Hassianycterididae (Hassianycteris messelensis),insectivore ,insectivore,,673,Chiroptera,3,1,15,1,3.047169811320755,3.0,1.0924764890282133,3.4676616915422884,4.472211205194106,123.69953774825872,1.6561080342670462,675
Hassianycterididae (?Hassianycteris revilliodi),insectivore ,insectivore,,674,Chiroptera,3,1,11,1,3.084745762711864,3.0,1.0924764890282133,5.620967741935484,4.472211205194106,123.69953774825872,1.6561080342670462,676
Hassianycterididae (Hassianycteris magna),insectivore ,insectivore,,675,Chiroptera,3,1,17,1,5.381088825214899,10.0,697.0,0.2254933678421223,4.472211205194106,123.69953774825872,1.6561080342670462,677
Emballonuridae (Tachypteron franzeni),insectivore ,insectivore,,676,Chiroptera,3,1,17,4,4.879356568364612,8.0,1.598623853211009,0.3095026642984014,4.472211205194106,123.69953774825872,1.6561080342670462,678
Hyaenodontidae (Lesmesodon behnkeae),omnivore ,omnivore,,677,Creodonta,3,1,25,3,5.290909090909091,6.0,99.57142857142857,0.38529574350469875,4.685385907410618,54.31658479729035,0.7605983711895954,679
Hyaenodontidae (Lesmesodon edingeri),predator ,predator,,678,Creodonta,3,1,16,2,4.4009713977334055,6.0,697.0,0.4031231925968768,5.049185097373478,106.63583961998546,2.405251043534568,680
Manidae (Eomanis krebsi),insectivore ,insectivore,,679,Pholidota,3,1,10,2,4.147964250248262,7.0,1.1134185303514377,0.41811637672465507,4.472211205194106,123.69953774825872,1.6561080342670462,681
Manidae (Eomanis waldi),herbivore (EFF) ,herbivore (EFF),,680,Pholidota,3,1,12,2,2.0,1.0,1.1063492063492064,58.083333333333336,2.05,1.5362020843324546,54.666666666666664,682
Miacidae (Parodectes feisti),predator ,predator,,681,Carnivora,3,1,30,1,4.922962133930237,5.0,0.0,0.44253968253968257,5.049185097373478,106.63583961998546,2.405251043534568,683
Miacidae (Messelogale kessleri),predator ,predator,,682,Carnivora,3,1,14,0,5.268714011516314,5.0,0.0,0.39223410241980866,5.049185097373478,106.63583961998546,2.405251043534568,684
Helaletidae (Hyrachus minimus),herbivore (EFF) ,herbivore (EFF),,683,Perissodactyla,3,1,28,3,2.0,1.0,1.6958637469586375,24.892857142857142,2.05,1.5362020843324546,54.666666666666664,685
Lophiodontidae (Lophiodon sp.),herbivore (EFF) ,herbivore (EFF),,684,Perissodactyla,3,1,21,5,2.0,1.0,1.7083333333333333,33.19047619047619,2.05,1.5362020843324546,54.666666666666664,686
Equidae (Propalaeotherium hassiacum),herbivore (SP) ,herbivore (SP),,685,Perissodactyla,3,1,25,6,2.04,2.0,1.7601010101010102,25.814814814814813,2.1154385964912277,0.8498571486523295,28.211570719269996,687
Equidae (Propalaeotherium parvulum),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),686,Perissodactyla,3,1,29,4,2.0,1.0,1.7,24.03448275862069,1.6770833333333333,1.0609929078014184,14.844827586206897,688
Equidae (Hallensia matthesi),herbivore ,herbivore,,687,Perissodactyla,3,1,21,5,2.0476190476190474,2.0,1.7735368956743003,30.304347826086957,1.882936507936508,103.68351059594987,70.354442265083,689
Dichobunidae (Messelobunodon schaeferi),fungivore herbivore (SP),fungivore,herbivore (SP),688,Artiodactyla,3,1,18,4,3.6226415094339623,3.0,1.7252475247524752,8.397590361445783,3.6226415094339623,1.7252475247524752,8.397590361445783,690
Haplobunodontidae (Masillabune martini),herbivore (EFF) ,herbivore (EFF),,689,Artiodactyla,3,1,17,6,2.0,1.0,1.7,41.0,2.05,1.5362020843324546,54.666666666666664,691
Diacodexeidae (Aumelasia cf. gabineaudi),herbivore (SP) ,herbivore (SP),,690,Artiodactyla,3,1,27,2,2.0,1.0,1.6795180722891567,25.814814814814813,2.1154385964912277,0.8498571486523295,28.211570719269996,692
Notharctidae (Europolemur kelleri),predator ,predator,,691,Primates,3,1,18,5,4.673944687045124,7.0,1.636150234741784,0.39512471655328796,5.049185097373478,106.63583961998546,2.405251043534568,693
Notharctidae (Godinotia neglecta),omnivore ,omnivore,,692,Primates,3,1,38,2,4.478230337078651,6.0,1.598623853211009,0.40807962529274006,4.685385907410618,54.31658479729035,0.7605983711895954,694
Notharctidae (Europolemur koenigswaldi),omnivore ,omnivore,,693,Primates,3,1,36,4,5.0754985754985755,8.0,1.6323185011709602,0.3146726862302483,4.685385907410618,54.31658479729035,0.7605983711895954,695
Gliridae (Eogliravus wildi),herbivore (SP) ,herbivore (SP),,694,Rodentia,3,1,34,9,2.6526315789473687,2.0,1.6595238095238096,5.050724637681159,2.1154385964912277,0.8498571486523295,28.211570719269996,696
Ischyromyidae (Ailuravus macrurus),herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),695,Rodentia,3,1,51,9,2.0,1.0,1.6516587677725119,13.666666666666666,2.0,1.616078816992832,181.08333333333334,697
Ischyromyridae (Hartenbergeromys parvus),insectivore ,insectivore,,696,Rodentia,3,1,38,5,4.2265904217298065,7.0,1.6438679245283019,0.41537544696066747,4.472211205194106,123.69953774825872,1.6561080342670462,698
Ischyromyridae (Masillamys beegeri),insectivore ,insectivore,,697,Rodentia,3,1,18,4,3.941532258064516,8.0,1.6247086247086246,0.34659373446046743,4.472211205194106,123.69953774825872,1.6561080342670462,699
Gen. et sp. indet.,omnivore ,omnivore,,698,Rodentia,3,1,12,5,5.696551724137931,8.0,1.3225806451612903,0.2619316046599023,4.685385907410618,54.31658479729035,0.7605983711895954,700
